energy_use_total,new_concept,geo,year
1798000,eee,cri,1987
1814000,eee,cri,1988
1947000,eee,cri,1989
2027000,eee,cri,1990
2115000,eee,cri,1991
2635000,eee,cri,1992
2345000,eee,cri,1993
2304000,eee,cri,1994
2348000,eee,cri,1995
2359000,eee,cri,1996
2384000,eee,cri,1997
2384000,eee,cri,1998
2629000,eee,cri,1999
2958000,eee,cri,2000
2980000,eee,cri,2001
3167000,eee,cri,2002
3397000,eee,cri,2003
3880000,eee,cri,2004
3866000,eee,cri,2005
4183000,eee,cri,2006
4510000,eee,cri,2007
4588000,eee,cri,2008
4563000,eee,cri,2009
4649000,eee,cri,2010
2455000,eee,civ,1971
5144000,eee,civ,1972
5171000,eee,civ,1973
5228000,eee,civ,1974
5317000,eee,civ,1975
5481000,eee,civ,1976
5474000,eee,civ,1977
5627000,eee,civ,1978
5593000,eee,civ,1979
5570000,eee,civ,1980
5475000,eee,civ,1981
5375000,eee,civ,1982
5203000,eee,civ,1983
5179000,eee,civ,1984
5263000,eee,civ,1985
5559000,eee,civ,1986
5546000,eee,civ,1987
5502000,eee,civ,1988
5541000,eee,civ,1989
5370000,eee,civ,1990
5385000,eee,civ,1991
5629000,eee,civ,1992
5686000,eee,civ,1993
5709000,eee,civ,1994
5607000,eee,civ,1995
6128000,eee,civ,1996
6175000,eee,civ,1997
6087000,eee,civ,1998
7101000,eee,civ,1999
6734000,eee,civ,2000
6483000,eee,civ,2001
6946000,eee,civ,2002
6578000,eee,civ,2003
9302000,eee,civ,2004
9634000,eee,civ,2005
9537000,eee,civ,2006
10230000,eee,civ,2007
10280000,eee,civ,2008
9452000,eee,civ,2009
9572000,eee,civ,2010
8994000,eee,hrv,1990
7287000,eee,hrv,1991
6708000,eee,hrv,1992
6907000,eee,hrv,1993
6861000,eee,hrv,1994
7032000,eee,hrv,1995
7221000,eee,hrv,1996
7782000,eee,hrv,1997
8038000,eee,hrv,1998
7951000,eee,hrv,1999
7772000,eee,hrv,2000
7932000,eee,hrv,2001
8239000,eee,hrv,2002
8793000,eee,hrv,2003
8815000,eee,hrv,2004
8887000,eee,hrv,2005
8933000,eee,hrv,2006
9306000,eee,hrv,2007
9060000,eee,hrv,2008
8688000,eee,hrv,2009
8535000,eee,hrv,2010
10740000,eee,cub,1971
10370000,eee,cub,1972
11070000,eee,cub,1973
11730000,eee,cub,1974
12020000,eee,cub,1975
12610000,eee,cub,1976
13680000,eee,cub,1977
14470000,eee,cub,1978
14880000,eee,cub,1979
14980000,eee,cub,1980
15040000,eee,cub,1981
15250000,eee,cub,1982
16060000,eee,cub,1983
15730000,eee,cub,1984
15620000,eee,cub,1985
15580000,eee,cub,1986
16210000,eee,cub,1987
17010000,eee,cub,1988
18610000,eee,cub,1989
17690000,eee,cub,1990
14730000,eee,cub,1991
12990000,eee,cub,1992
10860000,eee,cub,1993
11130000,eee,cub,1994
11050000,eee,cub,1995
12000000,eee,cub,1996
12310000,eee,cub,1997
11550000,eee,cub,1998
12010000,eee,cub,1999
12860000,eee,cub,2000
12590000,eee,cub,2001
11730000,eee,cub,2002
11660000,eee,cub,2003
11310000,eee,cub,2004
10760000,eee,cub,2005
10850000,eee,cub,2006
10140000,eee,cub,2007
10510000,eee,cub,2008
11690000,eee,cub,2009
10980000,eee,cub,2010
587200,eee,cyp,1971
746500,eee,cyp,1972
782000,eee,cyp,1973
594000,eee,cyp,1974
564800,eee,cyp,1975
656500,eee,cyp,1976
715000,eee,cyp,1977
756400,eee,cyp,1978
821600,eee,cyp,1979
864600,eee,cyp,1980
849100,eee,cyp,1981
863100,eee,cyp,1982
895700,eee,cyp,1983
926000,eee,cyp,1984
919600,eee,cyp,1985
1040000,eee,cyp,1986
1183000,eee,cyp,1987
1209000,eee,cyp,1988
1259000,eee,cyp,1989
1361000,eee,cyp,1990
1389000,eee,cyp,1991
1567000,eee,cyp,1992
1682000,eee,cyp,1993
1970000,eee,cyp,1994
1746000,eee,cyp,1995
1937000,eee,cyp,1996
1898000,eee,cyp,1997
1976000,eee,cyp,1998
1986000,eee,cyp,1999
2137000,eee,cyp,2000
2114000,eee,cyp,2001
2143000,eee,cyp,2002
2332000,eee,cyp,2003
2183000,eee,cyp,2004
2220000,eee,cyp,2005
2309000,eee,cyp,2006
2437000,eee,cyp,2007
2586000,eee,cyp,2008
2537000,eee,cyp,2009
2445000,eee,cyp,2010
45380000,eee,cze,1971
45530000,eee,cze,1972
45160000,eee,cze,1973
41880000,eee,cze,1974
43670000,eee,cze,1975
44940000,eee,cze,1976
48010000,eee,cze,1977
45330000,eee,cze,1978
48400000,eee,cze,1979
46950000,eee,cze,1980
47050000,eee,cze,1981
47790000,eee,cze,1982
47960000,eee,cze,1983
48970000,eee,cze,1984
49240000,eee,cze,1985
50040000,eee,cze,1986
51500000,eee,cze,1987
50480000,eee,cze,1988
49080000,eee,cze,1989
49570000,eee,cze,1990
44810000,eee,cze,1991
43560000,eee,cze,1992
42240000,eee,cze,1993
40930000,eee,cze,1994
41490000,eee,cze,1995
42810000,eee,cze,1996
43080000,eee,cze,1997
41700000,eee,cze,1998
39030000,eee,cze,1999
40990000,eee,cze,2000
42080000,eee,cze,2001
42540000,eee,cze,2002
44410000,eee,cze,2003
45510000,eee,cze,2004
44940000,eee,cze,2005
45900000,eee,cze,2006
45850000,eee,cze,2007
44870000,eee,cze,2008
42070000,eee,cze,2009
44110000,eee,cze,2010
42900000,eee,cze,2011
8806000,eee,dnk,1960
9331000,eee,dnk,1961
10670000,eee,dnk,1962
11720000,eee,dnk,1963
12280000,eee,dnk,1964
13430000,eee,dnk,1965
14720000,eee,dnk,1966
14800000,eee,dnk,1967
15590000,eee,dnk,1968
18100000,eee,dnk,1969
19570000,eee,dnk,1970
18510000,eee,dnk,1971
19260000,eee,dnk,1972
18990000,eee,dnk,1973
17610000,eee,dnk,1974
17470000,eee,dnk,1975
19000000,eee,dnk,1976
19490000,eee,dnk,1977
19880000,eee,dnk,1978
20570000,eee,dnk,1979
19140000,eee,dnk,1980
17320000,eee,dnk,1981
17520000,eee,dnk,1982
16540000,eee,dnk,1983
17140000,eee,dnk,1984
19300000,eee,dnk,1985
19580000,eee,dnk,1986
19580000,eee,dnk,1987
18680000,eee,dnk,1988
17520000,eee,dnk,1989
17360000,eee,dnk,1990
19250000,eee,dnk,1991
18420000,eee,dnk,1992
18920000,eee,dnk,1993
19570000,eee,dnk,1994
19390000,eee,dnk,1995
21950000,eee,dnk,1996
20340000,eee,dnk,1997
20010000,eee,dnk,1998
19170000,eee,dnk,1999
18630000,eee,dnk,2000
19200000,eee,dnk,2001
19000000,eee,dnk,2002
20090000,eee,dnk,2003
19430000,eee,dnk,2004
18890000,eee,dnk,2005
20250000,eee,dnk,2006
19760000,eee,dnk,2007
19200000,eee,dnk,2008
18350000,eee,dnk,2009
19250000,eee,dnk,2010
17510000,eee,dnk,2011
130100,eee,dji,1990
133000,eee,dji,2004
139000,eee,dji,2005
143000,eee,dji,2006
143000,eee,dji,2007
21170,eee,dma,1990
39000,eee,dma,2004
41000,eee,dma,2005
42000,eee,dma,2006
43000,eee,dma,2007
2341000,eee,dom,1971
2729000,eee,dom,1972
2867000,eee,dom,1973
3016000,eee,dom,1974
3081000,eee,dom,1975
3184000,eee,dom,1976
3258000,eee,dom,1977
3341000,eee,dom,1978
3471000,eee,dom,1979
3435000,eee,dom,1980
3553000,eee,dom,1981
3629000,eee,dom,1982
4022000,eee,dom,1983
4284000,eee,dom,1984
3643000,eee,dom,1985
3798000,eee,dom,1986
4294000,eee,dom,1987
4058000,eee,dom,1988
3963000,eee,dom,1989
4101000,eee,dom,1990
4126000,eee,dom,1991
4878000,eee,dom,1992
4972000,eee,dom,1993
5629000,eee,dom,1994
5894000,eee,dom,1995
6140000,eee,dom,1996
6792000,eee,dom,1997
7251000,eee,dom,1998
7434000,eee,dom,1999
7807000,eee,dom,2000
7920000,eee,dom,2001
8124000,eee,dom,2002
8080000,eee,dom,2003
7292000,eee,dom,2004
7673000,eee,dom,2005
8152000,eee,dom,2006
8348000,eee,dom,2007
8191000,eee,dom,2008
8091000,eee,dom,2009
8339000,eee,dom,2010
2297000,eee,ecu,1971
2405000,eee,ecu,1972
2402000,eee,ecu,1973
2943000,eee,ecu,1974
3266000,eee,ecu,1975
3609000,eee,ecu,1976
4262000,eee,ecu,1977
4390000,eee,ecu,1978
4609000,eee,ecu,1979
5032000,eee,ecu,1980
5259000,eee,ecu,1981
5678000,eee,ecu,1982
5293000,eee,ecu,1983
5708000,eee,ecu,1984
5775000,eee,ecu,1985
5751000,eee,ecu,1986
5874000,eee,ecu,1987
6170000,eee,ecu,1988
5870000,eee,ecu,1989
6021000,eee,ecu,1990
6344000,eee,ecu,1991
6499000,eee,ecu,1992
5992000,eee,ecu,1993
6381000,eee,ecu,1994
7162000,eee,ecu,1995
7787000,eee,ecu,1996
7888000,eee,ecu,1997
8321000,eee,ecu,1998
7802000,eee,ecu,1999
8034000,eee,ecu,2000
8801000,eee,ecu,2001
9207000,eee,ecu,2002
9928000,eee,ecu,2003
10350000,eee,ecu,2004
10990000,eee,ecu,2005
10920000,eee,ecu,2006
11330000,eee,ecu,2007
11030000,eee,ecu,2008
11460000,eee,ecu,2009
12100000,eee,ecu,2010
7779000,eee,egy,1971
8589000,eee,egy,1972
8013000,eee,egy,1973
8977000,eee,egy,1974
9818000,eee,egy,1975
11430000,eee,egy,1976
12480000,eee,egy,1977
12920000,eee,egy,1978
14200000,eee,egy,1979
15160000,eee,egy,1980
17660000,eee,egy,1981
19340000,eee,egy,1982
21440000,eee,egy,1983
23760000,eee,egy,1984
25720000,eee,egy,1985
26430000,eee,egy,1986
28150000,eee,egy,1987
28850000,eee,egy,1988
30750000,eee,egy,1989
32330000,eee,egy,1990
32370000,eee,egy,1991
33190000,eee,egy,1992
34470000,eee,egy,1993
33210000,eee,egy,1994
35270000,eee,egy,1995
37430000,eee,egy,1996
38950000,eee,egy,1997
41690000,eee,egy,1998
42600000,eee,egy,1999
40660000,eee,egy,2000
45700000,eee,egy,2001
47170000,eee,egy,2002
48980000,eee,egy,2003
53540000,eee,egy,2004
62730000,eee,egy,2005
66160000,eee,egy,2006
71040000,eee,egy,2007
71860000,eee,egy,2008
71390000,eee,egy,2009
73260000,eee,egy,2010
1752000,eee,slv,1971
1873000,eee,slv,1972
1980000,eee,slv,1973
2024000,eee,slv,1974
2260000,eee,slv,1975
2610000,eee,slv,1976
2693000,eee,slv,1977
2851000,eee,slv,1978
2781000,eee,slv,1979
2519000,eee,slv,1980
2722000,eee,slv,1981
2811000,eee,slv,1982
2702000,eee,slv,1983
2758000,eee,slv,1984
2624000,eee,slv,1985
2279000,eee,slv,1986
2544000,eee,slv,1987
2373000,eee,slv,1988
2433000,eee,slv,1989
2469000,eee,slv,1990
2714000,eee,slv,1991
2833000,eee,slv,1992
2982000,eee,slv,1993
3159000,eee,slv,1994
3359000,eee,slv,1995
3210000,eee,slv,1996
3553000,eee,slv,1997
3655000,eee,slv,1998
3792000,eee,slv,1999
3968000,eee,slv,2000
4151000,eee,slv,2001
4232000,eee,slv,2002
4418000,eee,slv,2003
4382000,eee,slv,2004
4525000,eee,slv,2005
4736000,eee,slv,2006
4452000,eee,slv,2007
4499000,eee,slv,2008
4224000,eee,slv,2009
4192000,eee,slv,2010
762000,eee,gnq,2004
1249000,eee,gnq,2005
1503000,eee,gnq,2006
1759000,eee,gnq,2007
877300,eee,eri,1992
921100,eee,eri,1993
950100,eee,eri,1994
997700,eee,eri,1995
1047000,eee,eri,1996
1041000,eee,eri,1997
676500,eee,eri,1998
701500,eee,eri,1999
707900,eee,eri,2000
741700,eee,eri,2001
748400,eee,eri,2002
804300,eee,eri,2003
743600,eee,eri,2004
762900,eee,eri,2005
697000,eee,eri,2006
720600,eee,eri,2007
677200,eee,eri,2008
725500,eee,eri,2009
744500,eee,eri,2010
9911000,eee,est,1990
9018000,eee,est,1991
6570000,eee,est,1992
5158000,eee,est,1993
5354000,eee,est,1994
5035000,eee,est,1995
5508000,eee,est,1996
5409000,eee,est,1997
5119000,eee,est,1998
4813000,eee,est,1999
4715000,eee,est,2000
4919000,eee,est,2001
4709000,eee,est,2002
5190000,eee,est,2003
5283000,eee,est,2004
5164000,eee,est,2005
5038000,eee,est,2006
5624000,eee,est,2007
5440000,eee,est,2008
4749000,eee,est,2009
5568000,eee,est,2010
5548000,eee,est,2011
8607000,eee,eth,1971
8781000,eee,eth,1972
9026000,eee,eth,1973
9249000,eee,eth,1974
9430000,eee,eth,1975
9678000,eee,eth,1976
9924000,eee,eth,1977
10230000,eee,eth,1978
10530000,eee,eth,1979
10830000,eee,eth,1980
11160000,eee,eth,1981
11420000,eee,eth,1982
11760000,eee,eth,1983
12050000,eee,eth,1984
12380000,eee,eth,1985
12830000,eee,eth,1986
13350000,eee,eth,1987
13780000,eee,eth,1988
14290000,eee,eth,1989
14870000,eee,eth,1990
15340000,eee,eth,1991
15580000,eee,eth,1992
15330000,eee,eth,1993
15880000,eee,eth,1994
16400000,eee,eth,1995
16880000,eee,eth,1996
17210000,eee,eth,1997
17760000,eee,eth,1998
18150000,eee,eth,1999
18640000,eee,eth,2000
19350000,eee,eth,2001
19840000,eee,eth,2002
20420000,eee,eth,2003
20950000,eee,eth,2004
21320000,eee,eth,2005
21930000,eee,eth,2006
30510000,eee,eth,2007
31450000,eee,eth,2008
32340000,eee,eth,2009
33200000,eee,eth,2010
285800,eee,fji,1990
666000,eee,fji,2004
578000,eee,fji,2005
559000,eee,fji,2006
524000,eee,fji,2007
9732000,eee,fin,1960
10050000,eee,fin,1961
10610000,eee,fin,1962
11210000,eee,fin,1963
12180000,eee,fin,1964
13180000,eee,fin,1965
14040000,eee,fin,1966
14400000,eee,fin,1967
15460000,eee,fin,1968
16960000,eee,fin,1969
17840000,eee,fin,1970
18170000,eee,fin,1971
19430000,eee,fin,1972
21030000,eee,fin,1973
20560000,eee,fin,1974
19700000,eee,fin,1975
21080000,eee,fin,1976
21400000,eee,fin,1977
22170000,eee,fin,1978
23650000,eee,fin,1979
24600000,eee,fin,1980
23690000,eee,fin,1981
23200000,eee,fin,1982
23420000,eee,fin,1983
23970000,eee,fin,1984
25830000,eee,fin,1985
26960000,eee,fin,1986
29400000,eee,fin,1987
27650000,eee,fin,1988
28560000,eee,fin,1989
28380000,eee,fin,1990
28790000,eee,fin,1991
27130000,eee,fin,1992
28460000,eee,fin,1993
30390000,eee,fin,1994
28920000,eee,fin,1995
31110000,eee,fin,1996
32260000,eee,fin,1997
32570000,eee,fin,1998
32460000,eee,fin,1999
32230000,eee,fin,2000
33150000,eee,fin,2001
34810000,eee,fin,2002
36740000,eee,fin,2003
37110000,eee,fin,2004
34250000,eee,fin,2005
37320000,eee,fin,2006
36800000,eee,fin,2007
35270000,eee,fin,2008
33250000,eee,fin,2009
36400000,eee,fin,2010
34250000,eee,fin,2011
79220000,eee,fra,1960
82440000,eee,fra,1961
89150000,eee,fra,1962
96360000,eee,fra,1963
102700000,eee,fra,1964
105100000,eee,fra,1965
106800000,eee,fra,1966
114100000,eee,fra,1967
120800000,eee,fra,1968
130800000,eee,fra,1969
153400000,eee,fra,1970
158600000,eee,fra,1971
167400000,eee,fra,1972
180100000,eee,fra,1973
174400000,eee,fra,1974
165000000,eee,fra,1975
176100000,eee,fra,1976
172800000,eee,fra,1977
184300000,eee,fra,1978
192000000,eee,fra,1979
191800000,eee,fra,1980
187300000,eee,fra,1981
182800000,eee,fra,1982
187500000,eee,fra,1983
194300000,eee,fra,1984
203800000,eee,fra,1985
207000000,eee,fra,1986
212100000,eee,fra,1987
211200000,eee,fra,1988
219900000,eee,fra,1989
223900000,eee,fra,1990
236600000,eee,fra,1991
232500000,eee,fra,1992
236400000,eee,fra,1993
227500000,eee,fra,1994
236700000,eee,fra,1995
250000000,eee,fra,1996
242300000,eee,fra,1997
249700000,eee,fra,1998
249300000,eee,fra,1999
251900000,eee,fra,2000
260300000,eee,fra,2001
261100000,eee,fra,2002
265800000,eee,fra,2003
269700000,eee,fra,2004
270600000,eee,fra,2005
266700000,eee,fra,2006
263500000,eee,fra,2007
264800000,eee,fra,2008
253500000,eee,fra,2009
262300000,eee,fra,2010
251400000,eee,fra,2011
1070000,eee,gab,1971
1050000,eee,gab,1972
1444000,eee,gab,1973
1572000,eee,gab,1974
1298000,eee,gab,1975
1244000,eee,gab,1976
1357000,eee,gab,1977
1541000,eee,gab,1978
1364000,eee,gab,1979
1374000,eee,gab,1980
1541000,eee,gab,1981
1586000,eee,gab,1982
1630000,eee,gab,1983
1518000,eee,gab,1984
1359000,eee,gab,1985
1384000,eee,gab,1986
1337000,eee,gab,1987
1441000,eee,gab,1988
1270000,eee,gab,1989
1181000,eee,gab,1990
1220000,eee,gab,1991
1304000,eee,gab,1992
1378000,eee,gab,1993
1252000,eee,gab,1994
1353000,eee,gab,1995
1430000,eee,gab,1996
1413000,eee,gab,1997
1519000,eee,gab,1998
1479000,eee,gab,1999
1463000,eee,gab,2000
1633000,eee,gab,2001
1687000,eee,gab,2002
1715000,eee,gab,2003
1736000,eee,gab,2004
1854000,eee,gab,2005
1851000,eee,gab,2006
1989000,eee,gab,2007
1989000,eee,gab,2008
2060000,eee,gab,2009
2134000,eee,gab,2010
61790,eee,gmb,1990
108000,eee,gmb,2004
108000,eee,gmb,2005
114000,eee,gmb,2006
133000,eee,gmb,2007
12420000,eee,geo,1990
10050000,eee,geo,1991
8659000,eee,geo,1992
7604000,eee,geo,1993
4685000,eee,geo,1994
3725000,eee,geo,1995
3746000,eee,geo,1996
3288000,eee,geo,1997
3039000,eee,geo,1998
2783000,eee,geo,1999
2869000,eee,geo,2000
2570000,eee,geo,2001
2544000,eee,geo,2002
2705000,eee,geo,2003
2781000,eee,geo,2004
2841000,eee,geo,2005
3032000,eee,geo,2006
3341000,eee,geo,2007
3005000,eee,geo,2008
3096000,eee,geo,2009
3118000,eee,geo,2010
142200000,eee,deu,1960
146300000,eee,deu,1961
157300000,eee,deu,1962
170400000,eee,deu,1963
176300000,eee,deu,1964
180700000,eee,deu,1965
182900000,eee,deu,1966
183800000,eee,deu,1967
198000000,eee,deu,1968
216000000,eee,deu,1969
301800000,eee,deu,1970
305000000,eee,deu,1971
316100000,eee,deu,1972
334700000,eee,deu,1973
328400000,eee,deu,1974
313500000,eee,deu,1975
338000000,eee,deu,1976
338900000,eee,deu,1977
350200000,eee,deu,1978
366000000,eee,deu,1979
357200000,eee,deu,1980
345000000,eee,deu,1981
333500000,eee,deu,1982
333500000,eee,deu,1983
346200000,eee,deu,1984
357200000,eee,deu,1985
356700000,eee,deu,1986
359300000,eee,deu,1987
361800000,eee,deu,1988
355600000,eee,deu,1989
351100000,eee,deu,1990
344300000,eee,deu,1991
337800000,eee,deu,1992
334500000,eee,deu,1993
332900000,eee,deu,1994
336500000,eee,deu,1995
347800000,eee,deu,1996
344800000,eee,deu,1997
342700000,eee,deu,1998
334900000,eee,deu,1999
336600000,eee,deu,2000
346700000,eee,deu,2001
338600000,eee,deu,2002
341300000,eee,deu,2003
343200000,eee,deu,2004
338300000,eee,deu,2005
340700000,eee,deu,2006
331200000,eee,deu,2007
334100000,eee,deu,2008
317100000,eee,deu,2009
327400000,eee,deu,2010
307200000,eee,deu,2011
2996000,eee,gha,1971
3170000,eee,gha,1972
3365000,eee,gha,1973
3533000,eee,gha,1974
3660000,eee,gha,1975
3663000,eee,gha,1976
3888000,eee,gha,1977
3878000,eee,gha,1978
3909000,eee,gha,1979
4023000,eee,gha,1980
4209000,eee,gha,1981
4328000,eee,gha,1982
3672000,eee,gha,1983
3924000,eee,gha,1984
4352000,eee,gha,1985
4526000,eee,gha,1986
4905000,eee,gha,1987
4800000,eee,gha,1988
5175000,eee,gha,1989
5291000,eee,gha,1990
5475000,eee,gha,1991
5671000,eee,gha,1992
5942000,eee,gha,1993
6183000,eee,gha,1994
6471000,eee,gha,1995
6694000,eee,gha,1996
7032000,eee,gha,1997
7374000,eee,gha,1998
7600000,eee,gha,1999
7736000,eee,gha,2000
8175000,eee,gha,2001
8341000,eee,gha,2002
8193000,eee,gha,2003
8266000,eee,gha,2004
8229000,eee,gha,2005
9062000,eee,gha,2006
9064000,eee,gha,2007
8958000,eee,gha,2008
8790000,eee,gha,2009
9322000,eee,gha,2010
2408000,eee,grc,1960
2708000,eee,grc,1961
2958000,eee,grc,1962
3119000,eee,grc,1963
3690000,eee,grc,1964
4094000,eee,grc,1965
4713000,eee,grc,1966
5277000,eee,grc,1967
5700000,eee,grc,1968
6365000,eee,grc,1969
7674000,eee,grc,1970
8690000,eee,grc,1971
10090000,eee,grc,1972
11810000,eee,grc,1973
11260000,eee,grc,1974
11740000,eee,grc,1975
12740000,eee,grc,1976
13680000,eee,grc,1977
14380000,eee,grc,1978
15260000,eee,grc,1979
14980000,eee,grc,1980
14650000,eee,grc,1981
15050000,eee,grc,1982
15750000,eee,grc,1983
16360000,eee,grc,1984
17550000,eee,grc,1985
16680000,eee,grc,1986
17920000,eee,grc,1987
19100000,eee,grc,1988
21120000,eee,grc,1989
21440000,eee,grc,1990
21620000,eee,grc,1991
22150000,eee,grc,1992
21870000,eee,grc,1993
22480000,eee,grc,1994
22680000,eee,grc,1995
23400000,eee,grc,1996
24330000,eee,grc,1997
25620000,eee,grc,1998
25720000,eee,grc,1999
27090000,eee,grc,2000
28000000,eee,grc,2001
28320000,eee,grc,2002
29140000,eee,grc,2003
29710000,eee,grc,2004
30250000,eee,grc,2005
30220000,eee,grc,2006
30220000,eee,grc,2007
30420000,eee,grc,2008
29440000,eee,grc,2009
27620000,eee,grc,2010
26540000,eee,grc,2011
42470,eee,grd,1990
74000,eee,grd,2004
79000,eee,grd,2005
81000,eee,grd,2006
81000,eee,grd,2007
2735000,eee,gtm,1971
2820000,eee,gtm,1972
2946000,eee,gtm,1973
3027000,eee,gtm,1974
3332000,eee,gtm,1975
3564000,eee,gtm,1976
3779000,eee,gtm,1977
3870000,eee,gtm,1978
4106000,eee,gtm,1979
3792000,eee,gtm,1980
3689000,eee,gtm,1981
3624000,eee,gtm,1982
3502000,eee,gtm,1983
3700000,eee,gtm,1984
3770000,eee,gtm,1985
3620000,eee,gtm,1986
3840000,eee,gtm,1987
3996000,eee,gtm,1988
4134000,eee,gtm,1989
4416000,eee,gtm,1990
4610000,eee,gtm,1991
4828000,eee,gtm,1992
4773000,eee,gtm,1993
5030000,eee,gtm,1994
5326000,eee,gtm,1995
5474000,eee,gtm,1996
5729000,eee,gtm,1997
6223000,eee,gtm,1998
6838000,eee,gtm,1999
7049000,eee,gtm,2000
7197000,eee,gtm,2001
7257000,eee,gtm,2002
7436000,eee,gtm,2003
7785000,eee,gtm,2004
7855000,eee,gtm,2005
7940000,eee,gtm,2006
8527000,eee,gtm,2007
8157000,eee,gtm,2008
9318000,eee,gtm,2009
10260000,eee,gtm,2010
74630,eee,gnb,1990
86000,eee,gnb,2004
87000,eee,gnb,2005
90000,eee,gnb,2006
95000,eee,gnb,2007
382100,eee,guy,1990
479000,eee,guy,2004
495000,eee,guy,2005
500000,eee,guy,2006
500000,eee,guy,2007
1504000,eee,hti,1971
1550000,eee,hti,1972
1589000,eee,hti,1973
1656000,eee,hti,1974
1714000,eee,hti,1975
1817000,eee,hti,1976
1872000,eee,hti,1977
1951000,eee,hti,1978
2029000,eee,hti,1979
2083000,eee,hti,1980
1734000,eee,hti,1981
1798000,eee,hti,1982
1850000,eee,hti,1983
1867000,eee,hti,1984
1882000,eee,hti,1985
1464000,eee,hti,1986
1510000,eee,hti,1987
1562000,eee,hti,1988
1592000,eee,hti,1989
1560000,eee,hti,1990
1558000,eee,hti,1991
1618000,eee,hti,1992
1564000,eee,hti,1993
1436000,eee,hti,1994
1693000,eee,hti,1995
1944000,eee,hti,1996
2048000,eee,hti,1997
2049000,eee,hti,1998
2077000,eee,hti,1999
2010000,eee,hti,2000
2054000,eee,hti,2001
2309000,eee,hti,2002
2218000,eee,hti,2003
2288000,eee,hti,2004
2585000,eee,hti,2005
2648000,eee,hti,2006
2777000,eee,hti,2007
2773000,eee,hti,2008
2595000,eee,hti,2009
2288000,eee,hti,2010
1389000,eee,hnd,1971
1421000,eee,hnd,1972
1475000,eee,hnd,1973
1498000,eee,hnd,1974
1540000,eee,hnd,1975
1602000,eee,hnd,1976
1695000,eee,hnd,1977
1739000,eee,hnd,1978
1798000,eee,hnd,1979
1871000,eee,hnd,1980
1860000,eee,hnd,1981
2013000,eee,hnd,1982
1974000,eee,hnd,1983
2019000,eee,hnd,1984
2001000,eee,hnd,1985
2053000,eee,hnd,1986
2165000,eee,hnd,1987
2268000,eee,hnd,1988
2362000,eee,hnd,1989
2380000,eee,hnd,1990
2400000,eee,hnd,1991
2503000,eee,hnd,1992
2559000,eee,hnd,1993
2656000,eee,hnd,1994
2824000,eee,hnd,1995
2835000,eee,hnd,1996
3097000,eee,hnd,1997
3325000,eee,hnd,1998
2924000,eee,hnd,1999
2990000,eee,hnd,2000
3224000,eee,hnd,2001
3380000,eee,hnd,2002
3647000,eee,hnd,2003
3853000,eee,hnd,2004
3997000,eee,hnd,2005
3993000,eee,hnd,2006
4692000,eee,hnd,2007
4648000,eee,hnd,2008
4453000,eee,hnd,2009
4567000,eee,hnd,2010
3001000,eee,hkg,1971
3136000,eee,hkg,1972
3171000,eee,hkg,1973
3491000,eee,hkg,1974
3629000,eee,hkg,1975
4040000,eee,hkg,1976
4574000,eee,hkg,1977
5035000,eee,hkg,1978
4527000,eee,hkg,1979
4628000,eee,hkg,1980
5148000,eee,hkg,1981
5689000,eee,hkg,1982
6165000,eee,hkg,1983
6238000,eee,hkg,1984
6574000,eee,hkg,1985
7563000,eee,hkg,1986
8199000,eee,hkg,1987
9227000,eee,hkg,1988
9413000,eee,hkg,1989
8658000,eee,hkg,1990
8889000,eee,hkg,1991
10670000,eee,hkg,1992
10410000,eee,hkg,1993
10730000,eee,hkg,1994
10650000,eee,hkg,1995
10470000,eee,hkg,1996
9930000,eee,hkg,1997
13010000,eee,hkg,1998
15860000,eee,hkg,1999
13390000,eee,hkg,2000
14140000,eee,hkg,2001
13200000,eee,hkg,2002
13610000,eee,hkg,2003
12810000,eee,hkg,2004
12660000,eee,hkg,2005
13330000,eee,hkg,2006
14340000,eee,hkg,2007
14140000,eee,hkg,2008
14930000,eee,hkg,2009
13790000,eee,hkg,2010
14480000,eee,hun,1965
14740000,eee,hun,1966
15080000,eee,hun,1967
15460000,eee,hun,1968
16560000,eee,hun,1969
17890000,eee,hun,1970
19030000,eee,hun,1971
19550000,eee,hun,1972
21280000,eee,hun,1973
22020000,eee,hun,1974
22910000,eee,hun,1975
24510000,eee,hun,1976
25860000,eee,hun,1977
28570000,eee,hun,1978
28230000,eee,hun,1979
28350000,eee,hun,1980
28170000,eee,hun,1981
28160000,eee,hun,1982
27740000,eee,hun,1983
28770000,eee,hun,1984
29770000,eee,hun,1985
29630000,eee,hun,1986
30720000,eee,hun,1987
30350000,eee,hun,1988
30140000,eee,hun,1989
28760000,eee,hun,1990
27470000,eee,hun,1991
25090000,eee,hun,1992
25720000,eee,hun,1993
24940000,eee,hun,1994
25880000,eee,hun,1995
26540000,eee,hun,1996
26040000,eee,hun,1997
25680000,eee,hun,1998
25500000,eee,hun,1999
25000000,eee,hun,2000
25590000,eee,hun,2001
25600000,eee,hun,2002
26140000,eee,hun,2003
26160000,eee,hun,2004
27580000,eee,hun,2005
27330000,eee,hun,2006
26730000,eee,hun,2007
26460000,eee,hun,2008
24860000,eee,hun,2009
25670000,eee,hun,2010
25070000,eee,hun,2011
541200,eee,isl,1960
522200,eee,isl,1961
552300,eee,isl,1962
608900,eee,isl,1963
624900,eee,isl,1964
662300,eee,isl,1965
711800,eee,isl,1966
