energy_use_total,new_concept,geo,year
47310000,eee,tur,1988
49090000,eee,tur,1989
52760000,eee,tur,1990
52090000,eee,tur,1991
53680000,eee,tur,1992
56890000,eee,tur,1993
56200000,eee,tur,1994
61550000,eee,tur,1995
66940000,eee,tur,1996
70480000,eee,tur,1997
71680000,eee,tur,1998
70380000,eee,tur,1999
76350000,eee,tur,2000
70400000,eee,tur,2001
74250000,eee,tur,2002
77830000,eee,tur,2003
80860000,eee,tur,2004
84380000,eee,tur,2005
93030000,eee,tur,2006
100000000,eee,tur,2007
98500000,eee,tur,2008
97660000,eee,tur,2009
105100000,eee,tur,2010
114200000,eee,tur,2011
17570000,eee,tkm,1990
15270000,eee,tkm,1991
10440000,eee,tkm,1992
10540000,eee,tkm,1993
13350000,eee,tkm,1994
13730000,eee,tkm,1995
12010000,eee,tkm,1996
12030000,eee,tkm,1997
11830000,eee,tkm,1998
14040000,eee,tkm,1999
14240000,eee,tkm,2000
14850000,eee,tkm,2001
15100000,eee,tkm,2002
16840000,eee,tkm,2003
17350000,eee,tkm,2004
18190000,eee,tkm,2005
18560000,eee,tkm,2006
21540000,eee,tkm,2007
22100000,eee,tkm,2008
19280000,eee,tkm,2009
21310000,eee,tkm,2010
251800000,eee,ukraine,1990
252300000,eee,ukraine,1991
219600000,eee,ukraine,1992
194500000,eee,ukraine,1993
165800000,eee,ukraine,1994
163800000,eee,ukraine,1995
150200000,eee,ukraine,1996
143600000,eee,ukraine,1997
135700000,eee,ukraine,1998
135100000,eee,ukraine,1999
133800000,eee,ukraine,2000
134100000,eee,ukraine,2001
135600000,eee,ukraine,2002
144600000,eee,ukraine,2003
143900000,eee,ukraine,2004
142900000,eee,ukraine,2005
137300000,eee,ukraine,2006
137300000,eee,ukraine,2007
136100000,eee,ukraine,2008
112300000,eee,ukraine,2009
130500000,eee,ukraine,2010
1012000,eee,are,1971
1051000,eee,are,1972
1305000,eee,are,1973
1341000,eee,are,1974
1937000,eee,are,1975
2461000,eee,are,1976
4107000,eee,are,1977
4770000,eee,are,1978
5569000,eee,are,1979
7232000,eee,are,1980
8871000,eee,are,1981
9668000,eee,are,1982
9314000,eee,are,1983
12080000,eee,are,1984
13720000,eee,are,1985
15580000,eee,are,1986
17300000,eee,are,1987
17740000,eee,are,1988
20490000,eee,are,1989
20420000,eee,are,1990
23490000,eee,are,1991
22360000,eee,are,1992
23510000,eee,are,1993
26050000,eee,are,1994
27690000,eee,are,1995
31280000,eee,are,1996
30880000,eee,are,1997
32060000,eee,are,1998
32610000,eee,are,1999
33950000,eee,are,2000
37360000,eee,are,2001
40580000,eee,are,2002
40190000,eee,are,2003
42310000,eee,are,2004
43230000,eee,are,2005
45900000,eee,are,2006
51960000,eee,are,2007
58330000,eee,are,2008
60350000,eee,are,2009
62130000,eee,are,2010
158900000,eee,gbr,1960
158800000,eee,gbr,1961
164400000,eee,gbr,1962
171500000,eee,gbr,1963
173500000,eee,gbr,1964
180900000,eee,gbr,1965
180700000,eee,gbr,1966
183800000,eee,gbr,1967
188100000,eee,gbr,1968
197200000,eee,gbr,1969
205100000,eee,gbr,1970
208700000,eee,gbr,1971
210200000,eee,gbr,1972
218100000,eee,gbr,1973
210000000,eee,gbr,1974
199400000,eee,gbr,1975
203300000,eee,gbr,1976
207700000,eee,gbr,1977
206500000,eee,gbr,1978
217100000,eee,gbr,1979
198400000,eee,gbr,1980
192400000,eee,gbr,1981
191400000,eee,gbr,1982
190300000,eee,gbr,1983
190000000,eee,gbr,1984
200800000,eee,gbr,1985
204000000,eee,gbr,1986
205600000,eee,gbr,1987
207400000,eee,gbr,1988
207000000,eee,gbr,1989
205900000,eee,gbr,1990
212900000,eee,gbr,1991
212200000,eee,gbr,1992
214300000,eee,gbr,1993
215800000,eee,gbr,1994
216300000,eee,gbr,1995
225600000,eee,gbr,1996
219300000,eee,gbr,1997
221500000,eee,gbr,1998
222000000,eee,gbr,1999
222900000,eee,gbr,2000
223800000,eee,gbr,2001
218500000,eee,gbr,2002
222200000,eee,gbr,2003
221900000,eee,gbr,2004
222400000,eee,gbr,2005
219000000,eee,gbr,2006
211000000,eee,gbr,2007
208400000,eee,gbr,2008
197100000,eee,gbr,2009
202500000,eee,gbr,2010
189000000,eee,gbr,2011
1019000000,eee,usa,1960
1031000000,eee,usa,1961
1077000000,eee,usa,1962
1133000000,eee,usa,1963
1178000000,eee,usa,1964
1226000000,eee,usa,1965
1296000000,eee,usa,1966
1353000000,eee,usa,1967
1420000000,eee,usa,1968
1486000000,eee,usa,1969
1552000000,eee,usa,1970
1587000000,eee,usa,1971
1667000000,eee,usa,1972
1730000000,eee,usa,1973
1691000000,eee,usa,1974
1654000000,eee,usa,1975
1766000000,eee,usa,1976
1825000000,eee,usa,1977
1878000000,eee,usa,1978
1874000000,eee,usa,1979
1805000000,eee,usa,1980
1755000000,eee,usa,1981
1682000000,eee,usa,1982
1683000000,eee,usa,1983
1755000000,eee,usa,1984
1774000000,eee,usa,1985
1771000000,eee,usa,1986
1847000000,eee,usa,1987
1919000000,eee,usa,1988
1947000000,eee,usa,1989
1915000000,eee,usa,1990
1931000000,eee,usa,1991
1969000000,eee,usa,1992
2004000000,eee,usa,1993
2041000000,eee,usa,1994
2067000000,eee,usa,1995
2113000000,eee,usa,1996
2135000000,eee,usa,1997
2153000000,eee,usa,1998
2211000000,eee,usa,1999
2273000000,eee,usa,2000
2231000000,eee,usa,2001
2256000000,eee,usa,2002
2261000000,eee,usa,2003
2308000000,eee,usa,2004
2319000000,eee,usa,2005
2297000000,eee,usa,2006
2337000000,eee,usa,2007
2277000000,eee,usa,2008
2165000000,eee,usa,2009
2216000000,eee,usa,2010
2203000000,eee,usa,2011
2417000,eee,ury,1971
2463000,eee,ury,1972
2387000,eee,ury,1973
2351000,eee,ury,1974
2445000,eee,ury,1975
2481000,eee,ury,1976
2482000,eee,ury,1977
2542000,eee,ury,1978
2715000,eee,ury,1979
2643000,eee,ury,1980
2548000,eee,ury,1981
2263000,eee,ury,1982
2096000,eee,ury,1983
2014000,eee,ury,1984
1998000,eee,ury,1985
2061000,eee,ury,1986
2191000,eee,ury,1987
2349000,eee,ury,1988
2410000,eee,ury,1989
2251000,eee,ury,1990
2441000,eee,ury,1991
2698000,eee,ury,1992
2518000,eee,ury,1993
2405000,eee,ury,1994
2572000,eee,ury,1995
2835000,eee,ury,1996
2881000,eee,ury,1997
2965000,eee,ury,1998
3236000,eee,ury,1999
3092000,eee,ury,2000
2712000,eee,ury,2001
2538000,eee,ury,2002
2523000,eee,ury,2003
2869000,eee,ury,2004
2957000,eee,ury,2005
3183000,eee,ury,2006
3172000,eee,ury,2007
4153000,eee,ury,2008
4207000,eee,ury,2009
4165000,eee,ury,2010
46370000,eee,uzb,1990
48080000,eee,uzb,1991
45260000,eee,uzb,1992
46990000,eee,uzb,1993
46490000,eee,uzb,1994
42570000,eee,uzb,1995
44100000,eee,uzb,1996
44850000,eee,uzb,1997
49840000,eee,uzb,1998
51180000,eee,uzb,1999
50740000,eee,uzb,2000
51060000,eee,uzb,2001
53180000,eee,uzb,2002
52470000,eee,uzb,2003
50990000,eee,uzb,2004
46980000,eee,uzb,2005
48880000,eee,uzb,2006
48720000,eee,uzb,2007
50500000,eee,uzb,2008
44920000,eee,uzb,2009
43790000,eee,uzb,2010
23310,eee,vut,1990
30000,eee,vut,2004
30000,eee,vut,2005
31000,eee,vut,2006
35000,eee,vut,2007
19690000,eee,ven,1971
19130000,eee,ven,1972
21340000,eee,ven,1973
24820000,eee,ven,1974
25140000,eee,ven,1975
26070000,eee,ven,1976
27970000,eee,ven,1977
29980000,eee,ven,1978
31620000,eee,ven,1979
35600000,eee,ven,1980
37820000,eee,ven,1981
37890000,eee,ven,1982
40670000,eee,ven,1983
40060000,eee,ven,1984
39680000,eee,ven,1985
41420000,eee,ven,1986
41330000,eee,ven,1987
40100000,eee,ven,1988
40840000,eee,ven,1989
43770000,eee,ven,1990
45660000,eee,ven,1991
50760000,eee,ven,1992
47550000,eee,ven,1993
54640000,eee,ven,1994
51860000,eee,ven,1995
55560000,eee,ven,1996
55440000,eee,ven,1997
58200000,eee,ven,1998
55090000,eee,ven,1999
56760000,eee,ven,2000
58220000,eee,ven,2001
57860000,eee,ven,2002
53230000,eee,ven,2003
56800000,eee,ven,2004
66910000,eee,ven,2005
67470000,eee,ven,2006
63510000,eee,ven,2007
70170000,eee,ven,2008
70090000,eee,ven,2009
76950000,eee,ven,2010
13220000,eee,vnm,1971
13340000,eee,vnm,1972
13960000,eee,vnm,1973
13090000,eee,vnm,1974
13910000,eee,vnm,1975
12480000,eee,vnm,1976
12970000,eee,vnm,1977
13310000,eee,vnm,1978
13760000,eee,vnm,1979
14390000,eee,vnm,1980
14570000,eee,vnm,1981
15100000,eee,vnm,1982
15590000,eee,vnm,1983
15770000,eee,vnm,1984
15970000,eee,vnm,1985
16730000,eee,vnm,1986
17700000,eee,vnm,1987
17870000,eee,vnm,1988
17460000,eee,vnm,1989
17870000,eee,vnm,1990
18110000,eee,vnm,1991
18900000,eee,vnm,1992
20510000,eee,vnm,1993
20520000,eee,vnm,1994
21890000,eee,vnm,1995
23110000,eee,vnm,1996
24910000,eee,vnm,1997
26540000,eee,vnm,1998
27310000,eee,vnm,1999
28740000,eee,vnm,2000
30650000,eee,vnm,2001
33440000,eee,vnm,2002
35110000,eee,vnm,2003
38970000,eee,vnm,2004
41460000,eee,vnm,2005
42470000,eee,vnm,2006
45780000,eee,vnm,2007
48980000,eee,vnm,2008
53450000,eee,vnm,2009
59230000,eee,vnm,2010
735300,eee,yem,1971
576500,eee,yem,1972
970600,eee,yem,1973
799300,eee,yem,1974
691000,eee,yem,1975
840900,eee,yem,1976
910800,eee,yem,1977
961900,eee,yem,1978
978200,eee,yem,1979
1272000,eee,yem,1980
1254000,eee,yem,1981
1476000,eee,yem,1982
1565000,eee,yem,1983
1642000,eee,yem,1984
1737000,eee,yem,1985
1882000,eee,yem,1986
2231000,eee,yem,1987
2377000,eee,yem,1988
2438000,eee,yem,1989
2513000,eee,yem,1990
3059000,eee,yem,1991
3341000,eee,yem,1992
2892000,eee,yem,1993
3019000,eee,yem,1994
3417000,eee,yem,1995
3489000,eee,yem,1996
3708000,eee,yem,1997
3961000,eee,yem,1998
4471000,eee,yem,1999
4740000,eee,yem,2000
5265000,eee,yem,2001
5100000,eee,yem,2002
5662000,eee,yem,2003
6182000,eee,yem,2004
6589000,eee,yem,2005
6874000,eee,yem,2006
7140000,eee,yem,2007
7143000,eee,yem,2008
7363000,eee,yem,2009
7165000,eee,yem,2010
3502000,eee,zmb,1971
3737000,eee,zmb,1972
3960000,eee,zmb,1973
4130000,eee,zmb,1974
3902000,eee,zmb,1975
4345000,eee,zmb,1976
4270000,eee,zmb,1977
4297000,eee,zmb,1978
4320000,eee,zmb,1979
4498000,eee,zmb,1980
4566000,eee,zmb,1981
4678000,eee,zmb,1982
4762000,eee,zmb,1983
4828000,eee,zmb,1984
4927000,eee,zmb,1985
5017000,eee,zmb,1986
5135000,eee,zmb,1987
5421000,eee,zmb,1988
5428000,eee,zmb,1989
5399000,eee,zmb,1990
5565000,eee,zmb,1991
5665000,eee,zmb,1992
5683000,eee,zmb,1993
5730000,eee,zmb,1994
5828000,eee,zmb,1995
5778000,eee,zmb,1996
6026000,eee,zmb,1997
6086000,eee,zmb,1998
6095000,eee,zmb,1999
6244000,eee,zmb,2000
6430000,eee,zmb,2001
6633000,eee,zmb,2002
6828000,eee,zmb,2003
7005000,eee,zmb,2004
7212000,eee,zmb,2005
7396000,eee,zmb,2006
7398000,eee,zmb,2007
7641000,eee,zmb,2008
7864000,eee,zmb,2009
8115000,eee,zmb,2010
5439000,eee,zwe,1971
5541000,eee,zwe,1972
5868000,eee,zwe,1973
5944000,eee,zwe,1974
5917000,eee,zwe,1975
6246000,eee,zwe,1976
6065000,eee,zwe,1977
6027000,eee,zwe,1978
6139000,eee,zwe,1979
6493000,eee,zwe,1980
6585000,eee,zwe,1981
6635000,eee,zwe,1982
6802000,eee,zwe,1983
6920000,eee,zwe,1984
7406000,eee,zwe,1985
7831000,eee,zwe,1986
8550000,eee,zwe,1987
8657000,eee,zwe,1988
8852000,eee,zwe,1989
9297000,eee,zwe,1990
9855000,eee,zwe,1991
10180000,eee,zwe,1992
9736000,eee,zwe,1993
9666000,eee,zwe,1994
9841000,eee,zwe,1995
9800000,eee,zwe,1996
9702000,eee,zwe,1997
9928000,eee,zwe,1998
10590000,eee,zwe,1999
9886000,eee,zwe,2000
9709000,eee,zwe,2001
9710000,eee,zwe,2002
9518000,eee,zwe,2003
9287000,eee,zwe,2004
9703000,eee,zwe,2005
9653000,eee,zwe,2006
9721000,eee,zwe,2007
9274000,eee,zwe,2008
9412000,eee,zwe,2009
9605000,eee,zwe,2010
